dataset_key,dataset,repeat,seed,metric,candidate_order_json,validation_scores_json,midranks_json,tie_correction_T,tied_group_count,largest_tie_size,deterministic_selection_order,selected_candidate,selection_tie_break
bc,breast_cancer(37%),0,42,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8197432159196457, 0.8493561225970473, 0.844352799267014, 0.8499666056638787, 0.8500789113749191]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),0,42,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8996680586556846, 0.9333333333333333, 0.9333005094465512, 0.916787749092078, 0.9164463522048965]","[5.0, 1.0, 2.0, 3.0, 4.0]",0.0,0,1,logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),0,42,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9361702127659575, 0.9583333333333334, 0.9574468085106383, 0.9473684210526315, 0.9473684210526315]","[5.0, 1.0, 2.0, 3.5, 3.5]",6.0,1,2,logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),0,42,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9839097532738011, 0.9798439608404168, 0.9901338472943301, 0.9787965038386168, 0.9728199567728641]","[2.0, 3.0, 1.0, 4.0, 5.0]",0.0,0,1,logreg_C10.0>logreg_C0.1>logreg_C1.0>hgb_d3>hgb_d6,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),0,42,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9894531249999999, 0.9835937499999998, 0.99375, 0.9821614583333333, 0.9790364583333334]","[2.0, 3.0, 1.0, 4.0, 5.0]",0.0,0,1,logreg_C10.0>logreg_C0.1>logreg_C1.0>hgb_d3>hgb_d6,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),0,42,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.04159266023553933, -0.03423371751685317, -0.037665299285912196, -0.04041615735362418, -0.04230647113351321]","[4.0, 1.0, 2.0, 3.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C10.0>hgb_d3>logreg_C0.1>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),0,42,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8840585430410928, 0.9333005094465512, 0.8840585430410928, 0.8682431421244592, 0.8682431421244592]","[2.5, 1.0, 2.5, 4.5, 4.5]",12.0,2,2,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d3>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7858121593987102, 0.8201759596561233, 0.8287688026845207, 0.8509508223143901, 0.8534593532782176]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8507395944549714, 0.8783100656536799, 0.8740884951559715, 0.9343531843023135, 0.934395000572037]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9072164948453608, 0.9230769230769231, 0.9215686274509803, 0.9583333333333334, 0.9591836734693877]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9673356617595228, 0.9759785144174318, 0.9714138951017913, 0.9937555852814047, 0.9934296372222052]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.980859375, 0.9872395833333334, 0.9864583333333333, 0.99609375, 0.99609375]","[5.0, 3.0, 4.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.05803692726366361, -0.04981183470105445, -0.04985112730190029, -0.028942812520339468, -0.02893289402145012]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),1,43,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8378688987532451, 0.8528924408510195, 0.8740884951559715, 0.9013190713482481, 0.9035841064985977]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8434515505731502, 0.8522361908489918, 0.8976740087000971, 0.8805068584984782, 0.8787973805944275]","[5.0, 4.0, 1.0, 2.0, 3.0]",0.0,0,1,logreg_C10.0>hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8996680586556846, 0.9188164942501321, 0.9343531843023135, 0.9505863757867169, 0.9505863757867169]","[5.0, 4.0, 3.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9361702127659575, 0.9494949494949495, 0.9565217391304348, 0.967741935483871, 0.967741935483871]","[5.0, 4.0, 3.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9834376372419851, 0.9822466969003376, 0.9779341862233811, 0.9833451658965473, 0.9833451658965473]","[1.0, 4.0, 5.0, 2.5, 2.5]",6.0,1,2,logreg_C0.1>hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9911458333333334, 0.9839843749999999, 0.9834635416666666, 0.9859374999999999, 0.9855468749999999]","[1.0, 4.0, 5.0, 2.0, 3.0]",0.0,0,1,logreg_C0.1>hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.0365935172431816, -0.0330028202092974, -0.034130972914781475, -0.028198584087719844, -0.0278644465800148]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),2,44,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8664002254439634, 0.916787749092078, 0.8996680586556846, 0.9171387823148716, 0.9171387823148716]","[5.0, 3.0, 4.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8335743955620872, 0.8591291686144936, 0.8798611236539196, 0.9473498406212916, 0.9524463064053664]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9021937088963173, 0.9333005094465512, 0.9503383762448216, 0.9835379701747717, 0.9835379701747717]","[5.0, 4.0, 3.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9333333333333333, 0.9574468085106383, 0.9690721649484536, 0.9896907216494846, 0.9896907216494846]","[5.0, 4.0, 3.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9772707127950289, 0.9822551391844869, 0.9913762057600454, 0.9995748299319728, 0.9995748299319728]","[5.0, 4.0, 3.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9820312499999999, 0.9850260416666665, 0.9947916666666667, 0.9997395833333332, 0.9998697916666667]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.04129200737876253, -0.03261985953303106, -0.026983955055340847, -0.007998272204957014, -0.0067475066620416]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),3,45,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8840585430410928, 0.9003767048731385, 0.916787749092078, 0.9669329602374179, 0.9669329602374179]","[5.0, 4.0, 3.0, 1.5, 1.5]",6.0,1,2,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7446466634873661, 0.7716937599337743, 0.8122111959754075, 0.8242898022220195, 0.8331792790534556]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8829688598869094, 0.9333005094465512, 0.9343531843023135, 0.9333005094465512, 0.9499238445228836]","[5.0, 3.5, 2.0, 3.5, 1.0]",6.0,1,2,hgb_d6>logreg_C10.0>logreg_C1.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9263157894736842, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.968421052631579]","[5.0, 3.0, 3.0, 3.0, 1.0]",24.0,1,3,hgb_d6>logreg_C1.0>logreg_C10.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9706517175350373, 0.9858459038822893, 0.9914466508170451, 0.9852864490285962, 0.987520746204835]","[5.0, 3.0, 1.0, 4.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>logreg_C1.0>hgb_d3>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9768229166666667, 0.990234375, 0.9942708333333333, 0.991796875, 0.99296875]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.05397601144227013, -0.039930330977684066, -0.03330932219239247, -0.03525987765010166, -0.0343649778896287]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),4,46,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8660356078648178, 0.9333005094465512, 0.9013190713482481, 0.9, 0.8858544675505758]","[5.0, 1.0, 2.0, 3.0, 4.0]",0.0,0,1,logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8149209781779765, 0.855649004101642, 0.8959851110124497, 0.882357164653334, 0.8667934105599459]","[5.0, 4.0, 1.0, 2.0, 3.0]",0.0,0,1,logreg_C10.0>hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8703882797784892, 0.9164463522048965, 0.9666666666666667, 0.9333005094465512, 0.934395000572037]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9183673469387755, 0.9473684210526315, 0.9791666666666666, 0.9574468085106383, 0.9591836734693877]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9707084849389956, 0.9674061364447105, 0.9932777496547179, 0.9923662697148722, 0.9927898007488684]","[4.0, 5.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9777343749999998, 0.9733072916666667, 0.99609375, 0.9959635416666666, 0.995703125]","[4.0, 5.0, 1.0, 2.0, 3.0]",0.0,0,1,logreg_C10.0>hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.04989406826155036, -0.04077722739495222, -0.024742109828810678, -0.025994681844556607, -0.027480533909643865]","[5.0, 4.0, 1.0, 2.0, 3.0]",0.0,0,1,logreg_C10.0>hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),5,47,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8334551405994551, 0.8996680586556846, 0.916787749092078, 0.9164463522048965, 0.9]","[5.0, 4.0, 1.0, 2.0, 3.0]",0.0,0,1,logreg_C10.0>hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8034655903615029, 0.8429135043851038, 0.8482541224132054, 0.8226329562606994, 0.8215881353689224]","[5.0, 2.0, 1.0, 3.0, 4.0]",0.0,0,1,logreg_C10.0>logreg_C1.0>hgb_d3>hgb_d6>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8703882797784892, 0.9, 0.9171387823148716, 0.9013190713482481, 0.9164463522048965]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9130434782608695, 0.9375, 0.9484536082474226, 0.9387755102040817, 0.9473684210526315]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9769961544725736, 0.9846869887950732, 0.984184121187232, 0.9828106049818984, 0.9847207638694697]","[5.0, 2.0, 3.0, 4.0, 1.0]",0.0,0,1,hgb_d6>logreg_C1.0>logreg_C10.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9850260416666667, 0.990234375, 0.9891927083333333, 0.9897135416666667, 0.9906250000000001]","[5.0, 2.0, 4.0, 3.0, 1.0]",0.0,0,1,hgb_d6>logreg_C1.0>hgb_d3>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.04776347490498506, -0.03709053752570561, -0.03580415089780734, -0.040598408408861364, -0.040456771720129944]","[5.0, 2.0, 1.0, 4.0, 3.0]",0.0,0,1,logreg_C10.0>logreg_C1.0>hgb_d6>hgb_d3>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),6,48,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8491904957028004, 0.9, 0.9, 0.8829891223974392, 0.8829891223974392]","[5.0, 1.5, 1.5, 3.5, 3.5]",12.0,2,2,logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7360106952691152, 0.7346302654244601, 0.7736098839313036, 0.8511640820481885, 0.8423517305718184]","[4.0, 5.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8498920293003742, 0.8491904957028004, 0.9, 0.9503383762448216, 0.9343531843023135]","[4.0, 5.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9010989010989011, 0.9032258064516129, 0.9375, 0.9690721649484536, 0.9583333333333334]","[5.0, 4.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9606897806606491, 0.9640072602243654, 0.9674859439019229, 0.9857263084419239, 0.9867380414217556]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.976953125, 0.9821614583333333, 0.9837239583333333, 0.9893229166666666, 0.9904947916666665]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.06413929825392467, -0.06325534935096475, -0.04930560509198273, -0.035224012785584076, -0.035447562112545496]","[5.0, 4.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),7,49,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8035496299527932, 0.7844767824132178, 0.8660356078648178, 0.9021937088963173, 0.8862508747678729]","[4.0, 5.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),8,50,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7928842978964868, 0.8156474986548509, 0.8123046686919503, 0.8759224780457759, 0.8823508261519095]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),8,50,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8829688598869094, 0.9164463522048965, 0.9171387823148716, 0.9505863757867169, 0.9669329602374179]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
bc,breast_cancer(37%),8,50,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9263157894736842, 0.9473684210526315, 0.9484536082474226, 0.967741935483871, 0.9787234042553191]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
