dataset_key,dataset,repeat,seed,metric,candidate_order_json,validation_scores_json,midranks_json,tie_correction_T,tied_group_count,largest_tie_size,deterministic_selection_order,selected_candidate,selection_tie_break
car_eval_4,car_eval_4(3.8%),9,51,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.3804230382326738, 0.41882249373977143, 0.4086784812738297, 0.5687254645818801, 0.5765511530505387]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),9,51,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8136454301504356, 0.8136454301504356, 0.7364295061864152, 0.7235568797131484, 0.7684571008127088]","[1.5, 1.5, 4.0, 5.0, 3.0]",6.0,1,2,logreg_C0.1>logreg_C1.0>hgb_d6>logreg_C10.0>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),9,51,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8148148148148148, 0.8148148148148148, 0.7407407407407407, 0.7, 0.7741935483870968]","[1.5, 1.5, 4.0, 5.0, 3.0]",6.0,1,2,logreg_C0.1>logreg_C1.0>hgb_d6>logreg_C10.0>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),9,51,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8254020559708166, 0.8532908449575116, 0.7825981036507352, 0.8062647777814873, 0.8530460357392158]","[3.0, 1.0, 5.0, 4.0, 2.0]",0.0,0,1,logreg_C1.0>hgb_d6>logreg_C0.1>hgb_d3>logreg_C10.0,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),9,51,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9910873440285205, 0.9929590017825313, 0.9855614973262032, 0.9590909090909091, 0.9606060606060607]","[2.0, 1.0, 3.0, 5.0, 4.0]",0.0,0,1,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6>hgb_d3,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),9,51,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.020120370394589592, -0.01841758305544188, -0.019501821834950438, -0.014900522131850998, -0.0133108631203463]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),9,51,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.45125602505511686, 0.5166393379526055, 0.4750679048973764, 0.6788487429779844, 0.7652648649610747]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.3644969370095869, 0.41122477755319, 0.4605158797642249, 0.6103363215929657, 0.6105243831481328]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7809992913237044, 0.8218163285235323, 0.8324934179127138, 0.8136454301504356, 0.8715125945089707]","[5.0, 3.0, 2.0, 4.0, 1.0]",0.0,0,1,hgb_d6>logreg_C10.0>logreg_C1.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7692307692307693, 0.8235294117647058, 0.8387096774193549, 0.8148148148148148, 0.875]","[5.0, 3.0, 2.0, 4.0, 1.0]",0.0,0,1,hgb_d6>logreg_C10.0>logreg_C1.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8154125624777799, 0.8708604845446952, 0.9090686274509804, 0.8758585858585859, 0.8859024417847947]","[5.0, 4.0, 1.0, 3.0, 2.0]",0.0,0,1,logreg_C10.0>hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9918894830659536, 0.991711229946524, 0.9940285204991087, 0.9937611408199644, 0.9949197860962566]","[4.0, 5.0, 2.0, 3.0, 1.0]",0.0,0,1,hgb_d6>logreg_C10.0>hgb_d3>logreg_C0.1>logreg_C1.0,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.020414565920427705, -0.018719625242633015, -0.016540538431196433, -0.012534282014902278, -0.011067498799046805]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),10,52,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2534978666278668, 0.3589630006437711, 0.3589630006437711, 0.7497674935986334, 0.8136454301504356]","[5.0, 3.5, 3.5, 2.0, 1.0]",6.0,1,2,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.30153349960781517, 0.3590078931440351, 0.46489242197147385, 0.5652145349691198, 0.5707565645604931]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9669505238159921, 0.9669505238159921, 0.9669505238159921, 0.8715125945089707, 0.8602169854357012]","[2.0, 2.0, 2.0, 4.0, 5.0]",24.0,1,3,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.967741935483871, 0.967741935483871, 0.967741935483871, 0.875, 0.8571428571428571]","[2.0, 2.0, 2.0, 4.0, 5.0]",24.0,1,3,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9875, 0.9958333333333333, 0.9532936507936509, 0.8843941679235797, 0.8693384247331615]","[2.0, 1.0, 3.0, 4.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d3>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.9997326203208556, 0.9998217468805704, 0.9989304812834224, 0.9957219251336898, 0.9949197860962568]","[2.0, 1.0, 3.0, 4.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d3>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.023009254291613483, -0.02072991461155211, -0.016488736087590557, -0.01258847310541573, -0.013229746745743716]","[5.0, 4.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
car_eval_4,car_eval_4(3.8%),11,53,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0, 0.0, 0.5089672082242814, 0.5354127445470958, 0.5580058481976137]","[4.5, 4.5, 3.0, 2.0, 1.0]",6.0,1,2,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.03928415189965188, 0.03822357670042217, 0.03626250713575756, 0.04065303809127616, 0.031598469118191225]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.19941920209254332, 0.20408122763608452, 0.19709737533927066, 0.2106621148796976, 0.16733924544712253]","[3.0, 2.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.24479166666666666, 0.251063829787234, 0.24824355971896955, 0.25925925925925924, 0.22384428223844283]","[4.0, 2.0, 3.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.14591313882052354, 0.1473148843861981, 0.1405854285482799, 0.16205325614559224, 0.1373048507948853]","[3.0, 2.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7188408606319054, 0.7124676042586491, 0.7049259474632609, 0.7145549309728414, 0.6987016576568816]","[1.0, 3.0, 4.0, 2.0, 5.0]",0.0,0,1,logreg_C0.1>hgb_d3>logreg_C1.0>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.05441660443045712, -0.05443479488821046, -0.05470560716908508, -0.05422811451632111, -0.05514407866439441]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),0,42,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0, 0.0, -0.0053979964325259235, 0.0, -0.0053979964325259235]","[2.0, 2.0, 4.5, 2.0, 4.5]",30.0,2,3,logreg_C0.1>logreg_C1.0>hgb_d3>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.03865893246049886, 0.03372505393941789, 0.028250704840363246, 0.03441435220412294, 0.02433526642109679]","[1.0, 3.0, 4.0, 2.0, 5.0]",0.0,0,1,logreg_C0.1>hgb_d3>logreg_C1.0>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.17135224231146978, 0.1585268083995332, 0.15890292712086448, 0.189552430973646, 0.1352578326905809]","[2.0, 4.0, 3.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2140845070422535, 0.20876826722338204, 0.20442930153321975, 0.2335216572504708, 0.1777059773828756]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.14209886111575554, 0.1447523457641539, 0.12587625909784814, 0.13200750368850916, 0.10912241528963311]","[2.0, 1.0, 4.0, 3.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C0.1>hgb_d3>logreg_C10.0>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7156304632867133, 0.7099978146853148, 0.6930488782051283, 0.7120920745920747, 0.6718403991841492]","[1.0, 3.0, 4.0, 2.0, 5.0]",0.0,0,1,logreg_C0.1>hgb_d3>logreg_C1.0>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.053932476722720744, -0.05404815212336461, -0.05452693261969821, -0.05431702181745427, -0.055083890807697614]","[1.0, 2.0, 4.0, 3.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>hgb_d3>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),1,43,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.05591897276363868, 0.08442096857762169, 0.0, 0.0, 0.0]","[2.0, 1.0, 4.0, 4.0, 4.0]",24.0,1,3,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d3>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0569358064547016, 0.04881720044434255, 0.04695239033839469, 0.0440667297951247, 0.034969731477441555]","[1.0, 2.0, 3.0, 4.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.22935420060209416, 0.20285043485296758, 0.20850215124994295, 0.21151664796178737, 0.17944720732791913]","[1.0, 4.0, 3.0, 2.0, 5.0]",0.0,0,1,logreg_C0.1>hgb_d3>logreg_C10.0>logreg_C1.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2777777777777778, 0.2490566037735849, 0.25443786982248523, 0.23721881390593047, 0.22746781115879827]","[1.0, 3.0, 2.0, 4.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.19001900756584575, 0.1694773862654292, 0.17845538172024128, 0.1443315466791221, 0.13507767437138213]","[1.0, 3.0, 2.0, 4.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7448283899539654, 0.7464272186935493, 0.745717032806946, 0.7417509177786843, 0.7266057484995047]","[3.0, 1.0, 2.0, 4.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d3>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.05188776372988491, -0.05229238006992452, -0.052263939204501515, -0.05292577810466426, -0.05354637217653723]","[1.0, 3.0, 2.0, 4.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),2,44,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0, 0.0, 0.0, 0.0, -0.005298798792491217]","[2.5, 2.5, 2.5, 2.5, 5.0]",60.0,1,4,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.035671280516489705, 0.030518005252474646, 0.028055296642926986, 0.035809551685546274, 0.02337523467704897]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.17036990107972658, 0.15785253644147718, 0.1468590297989277, 0.17041780093278264, 0.1362779411535577]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.21490467937608318, 0.20105820105820105, 0.19727891156462585, 0.2072936660268714, 0.19152854511970535]","[1.0, 3.0, 4.0, 2.0, 5.0]",0.0,0,1,logreg_C0.1>hgb_d3>logreg_C1.0>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.13728145970750594, 0.13372553057665804, 0.13238874365310965, 0.1260497824305003, 0.1028570719584812]","[1.0, 2.0, 3.0, 4.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7015584633573191, 0.6968148380599302, 0.6808653102330944, 0.712111205172741, 0.6757203012566957]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.05352249634437464, -0.053838876929953566, -0.05392763143422605, -0.05388260128025509, -0.0547891590663574]","[1.0, 2.0, 4.0, 3.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>hgb_d3>logreg_C10.0>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),3,45,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.08477604755948884, 0.0, 0.0, 0.0, -0.007509232070772813]","[1.0, 3.0, 3.0, 3.0, 5.0]",24.0,1,3,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0467046406442714, 0.043819558595224566, 0.037929840993372335, 0.047938376705801346, 0.03596660066021679]","[2.0, 3.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.18103605467500264, 0.19652978172794092, 0.18834273150833197, 0.20029487605229254, 0.19573954648236158]","[5.0, 2.0, 4.0, 1.0, 3.0]",0.0,0,1,hgb_d3>logreg_C1.0>hgb_d6>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.23563218390804597, 0.2414486921529175, 0.23529411764705882, 0.25196850393700787, 0.24691358024691357]","[4.0, 3.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.15479503099491643, 0.15720376935853303, 0.15552685347325249, 0.17226891675239753, 0.16134996850952305]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7216509935808182, 0.7218277174417524, 0.7210547736863526, 0.7329327592485488, 0.7195124563545616]","[3.0, 2.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.05348380127404349, -0.05360487729768147, -0.053448646416995683, -0.05300028224655748, -0.05357539332592762]","[3.0, 5.0, 2.0, 1.0, 4.0]",0.0,0,1,hgb_d3>logreg_C10.0>logreg_C0.1>hgb_d6>logreg_C1.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),4,46,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.042448885485569056, 0.05361793321467263, 0.0, 0.08411497532160148, 0.0]","[3.0, 2.0, 4.5, 1.0, 4.5]",6.0,1,2,hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
coil_2000,coil_2000(6.0%),5,47,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.05193832433352893, 0.0428937377779277, 0.03741318575805952, 0.03435518130151154, 0.024649121681079706]","[1.0, 2.0, 3.0, 4.0, 5.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
