dataset_key,dataset,repeat,seed,candidate,candidate_index,validation_mccbest_threshold,test_mcc_at_validation_mccbest_threshold,validation_log_loss,validation_ece_10,validation_prob_mean,validation_prob_variance,validation_pos_rate,score_SoftMCC,score_MCC_best,score_F1_best,score_AUPRC,score_AUROC,score_Brier_neg,score_MCC_05
bc,breast_cancer(37%),3,45,logreg_C1.0,1,0.39678571428571435,0.8795479577684423,0.29530691273694554,0.03500223886231351,0.35498730610930535,0.19589161731377225,0.375,0.8591291686144936,0.9333005094465512,0.9574468085106383,0.9822551391844869,0.9850260416666665,-0.03261985953303106,0.9003767048731385
bc,breast_cancer(37%),3,45,logreg_C10.0,2,0.2604442218614342,0.881396952004088,0.08709830530085526,0.027729860331577743,0.3540409730017556,0.19957717062249064,0.375,0.8798611236539196,0.9503383762448216,0.9690721649484536,0.9913762057600454,0.9947916666666667,-0.026983955055340847,0.916787749092078
bc,breast_cancer(37%),3,45,hgb_d3,3,0.3127285414973724,0.8971669828095538,0.03089908625415083,0.017804192701825212,0.37025905530380987,0.21652542927247193,0.375,0.9473498406212916,0.9835379701747717,0.9896907216494846,0.9995748299319728,0.9997395833333332,-0.007998272204957014,0.9669329602374179
bc,breast_cancer(37%),3,45,hgb_d6,4,0.36149283496170576,0.8834569691884416,0.02735475819269507,0.015320171892929658,0.3720564641420078,0.21811334195682214,0.375,0.9524463064053664,0.9835379701747717,0.9896907216494846,0.9995748299319728,0.9998697916666667,-0.0067475066620416,0.9669329602374179
bc,breast_cancer(37%),4,46,logreg_C0.1,0,0.48197148527362066,0.925445136208044,0.17676855736343514,0.05792004444451256,0.4022493033003037,0.1724025769999626,0.375,0.7446466634873661,0.8829688598869094,0.9263157894736842,0.9706517175350373,0.9768229166666667,-0.05397601144227013,0.8660356078648178
bc,breast_cancer(37%),4,46,logreg_C1.0,1,0.49361299669228825,0.9097751526641134,0.14108786615084876,0.0636173909681015,0.38862908178997024,0.16957857037357993,0.375,0.7716937599337743,0.9333005094465512,0.9574468085106383,0.9858459038822893,0.990234375,-0.039930330977684066,0.9333005094465512
bc,breast_cancer(37%),4,46,logreg_C10.0,2,0.7365000000000006,0.8973799638143025,0.11859221379535471,0.055034636891500385,0.39340881690923457,0.18276654651607172,0.375,0.8122111959754075,0.9343531843023135,0.9574468085106383,0.9914466508170451,0.9942708333333333,-0.03330932219239247,0.9013190713482481
bc,breast_cancer(37%),4,46,hgb_d3,3,0.5642105263157896,0.9103355156170867,0.1286758305933337,0.0539002243899931,0.40939467503271776,0.19215279273963623,0.375,0.8242898022220195,0.9333005094465512,0.9574468085106383,0.9852864490285962,0.991796875,-0.03525987765010166,0.9
bc,breast_cancer(37%),4,46,hgb_d6,4,0.5270099993065571,0.9251281457541922,0.12260711563616945,0.05656529826861491,0.40791600342441425,0.1953681171969754,0.375,0.8331792790534556,0.9499238445228836,0.968421052631579,0.987520746204835,0.99296875,-0.0343649778896287,0.8858544675505758
bc,breast_cancer(37%),5,47,logreg_C0.1,0,0.8247535038357274,0.8373731568821392,0.33978682443124686,0.05268103818529046,0.3591187788040029,0.19380440508166003,0.375,0.8149209781779765,0.8703882797784892,0.9183673469387755,0.9707084849389956,0.9777343749999998,-0.04989406826155036,0.8334551405994551
